FullName,email,Gender,Country,Assets,Industry,Newsletter
Kristal McFie,kmcfieoo@upenn.edu,Agender,Indonesia,$245284.59,n/a,Never
Mercie Trevarthen,,Female,Indonesia,$4449994.36,n/a,Once
Ange Scarsbrick,ascarsbrickoq@t-online.de,Non-binary,Philippines,$6720673.72,Consumer Services,Often
August Hopkynson,ahopkynsonor@state.gov,Bigender,China,$6958403.04,Basic Industries,Never
Nico Melan,nmelanos@youku.com,Male,Ivory Coast,$3253363.72,Capital Goods,Seldom
Grace Lightbourn,glightbournot@archive.org,Male,Portugal,$8307638.53,Miscellaneous,Daily
Austina Gude,agudeou@phoca.cz,Female,Argentina,$4625546.14,n/a,Seldom
Rosie Bavester,rbavesterov@google.pl,Female,Vietnam,$7933467.70,n/a,Often
Tamara Hearst,thearstow@google.fr,Genderqueer,Slovenia,$4614556.12,Transportation,Seldom
Anni Challens,achallensox@java.com,Female,Indonesia,$5397814.78,Health Care,Yearly
Hartwell Barthrop,hbarthropoy@usda.gov,Male,Portugal,$4653812.00,Finance,Once
Chantalle Gatch,cgatchoz@washington.edu,Female,Norway,$1890482.07,Technology,Often
Winni Learoyd,wlearoydp0@taobao.com,Female,Greece,$6419936.71,Consumer Services,Daily
Finn Spire,fspirep1@gov.uk,Male,Indonesia,$2480708.84,n/a,Often
Reider Frankham,rfrankhamp2@hao123.com,Male,Brazil,$5873750.32,Energy,Often
Daron Littrell,dlittrellp3@apache.org,Female,Philippines,$9178339.79,Capital Goods,Weekly
Bryon Comport,bcomportp4@xinhuanet.com,Male,China,$9037183.73,Energy,Often
Krisha MacPhee,kmacpheep5@about.me,Male,China,$7477278.69,Finance,Seldom
Gregorius Ragate,gragatep6@patch.com,Male,Sweden,$4480040.24,Public Utilities,Never
Kearney Bartolomeo,kbartolomeop7@elpais.com,Male,Indonesia,$1631756.15,Capital Goods,Yearly
Casper Elis,celisp8@i2i.jp,Male,China,$5673431.35,Finance,Yearly
Devan Itzchaky,ditzchakyp9@dailymotion.com,Female,China,$6375947.62,Energy,Monthly
Beauregard Mularkey,,Male,Portugal,$2784101.05,Technology,Once
Saloma Camelia,scameliapb@whitehouse.gov,Female,Japan,$3475975.99,Consumer Services,Often
Mirabel Riccardo,mriccardopc@hibu.com,Female,Ukraine,$8867638.43,n/a,Never
Ardenia Hugonneau,ahugonneaupd@dyndns.org,Female,Philippines,$2993861.69,n/a,Once
Margi Harmond,mharmondpe@phpbb.com,Female,Syria,$8249157.02,Consumer Services,Never
Wain Vanns,wvannspf@clickbank.net,Polygender,Chad,$8086204.06,Consumer Non-Durables,Yearly
Monah Cammish,mcammishpg@europa.eu,Female,Ivory Coast,$6241889.26,Public Utilities,Never
Babita Lothean,blotheanph@stanford.edu,Female,Czech Republic,$6410576.10,Capital Goods,Weekly
Desdemona Odhams,dodhamspi@mac.com,Female,Brazil,$3753968.60,Finance,Monthly
Donna Masedon,dmasedonpj@naver.com,Female,Russia,$9691975.70,Finance,Never
Alex Matyushonok,amatyushonokpk@naver.com,Polygender,New Zealand,$2373211.29,Energy,Weekly
Brier Whichelow,bwhichelowpl@si.edu,Female,Cuba,$4338506.71,Energy,Yearly
Pincus Gyver,pgyverpm@washingtonpost.com,Male,Indonesia,$3769150.70,Finance,Often
Abram Fowgies,afowgiespn@posterous.com,Male,Russia,$6213122.72,n/a,Never
Doralin Stoakley,dstoakleypo@sphinn.com,Female,China,$5959183.49,n/a,Weekly
Sam Ashmole,sashmolepp@gizmodo.com,Female,Portugal,$4887779.71,Health Care,Monthly
Jany Tinto,jtintopq@google.ru,Female,Brazil,$5335343.54,Capital Goods,Weekly
Pandora Balloch,pballochpr@yahoo.co.jp,Female,Indonesia,$7600328.43,n/a,Weekly
Aubry Wrightson,awrightsonps@newsvine.com,Female,Jordan,$3128817.36,Technology,Often
Hasty Gisbourn,hgisbournpt@jugem.jp,Male,Czech Republic,$5457667.38,Consumer Non-Durables,Weekly
Dalila Sineath,dsineathpu@tripod.com,Female,France,$6612381.88,Finance,Seldom
Gabrielle Toe,gtoepv@telegraph.co.uk,Female,Palestinian Territory,$3120612.15,n/a,Weekly
Thorn Chittey,tchitteypw@newyorker.com,Male,Zambia,$9450680.18,Finance,Seldom
Domeniga Everall,deverallpx@desdev.cn,Female,China,$2719636.18,n/a,Yearly
Jyoti Bucknell,jbucknellpy@unc.edu,Female,Israel,$3000406.52,n/a,Seldom
Adler Beefon,abeefonpz@redcross.org,Male,China,$5081974.38,Miscellaneous,Seldom
Marcelo Happs,mhappsq0@flavors.me,Male,South Africa,$994937.07,Health Care,Often
Rowen Zanutti,rzanuttiq1@yandex.ru,Male,Norway,$4260135.84,Technology,Monthly
Tandi Figgen,tfiggenq2@posterous.com,Female,Indonesia,$2161117.46,Consumer Services,Yearly
Artemas Adne,aadneq3@tuttocitta.it,Male,Brazil,$2294309.45,Consumer Services,Daily
Dick Ellsom,dellsomq4@hp.com,Polygender,Brazil,$2162220.36,Health Care,Seldom
Barbey Stronghill,bstronghillq5@vkontakte.ru,Female,Philippines,$3532982.92,Public Utilities,Seldom
Tomi Fydo,tfydoq6@barnesandnoble.com,Female,Bolivia,$2492832.86,Basic Industries,Often
Latrena Abbie,labbieq7@baidu.com,Female,Sri Lanka,$2316730.49,n/a,Often
Chan Keysall,ckeysallq8@ycombinator.com,Male,Argentina,$8601876.08,Public Utilities,Often
Giacopo Attree,gattreeq9@java.com,Male,France,$1976717.15,Basic Industries,Monthly
Reinhold Edmonston,redmonstonqa@jiathis.com,Male,Ecuador,$6237021.97,Health Care,Seldom
Merlina Himpson,mhimpsonqb@google.ru,Female,China,$9724465.03,Finance,Often
Ellswerth Poulsom,epoulsomqc@ucla.edu,Male,Guatemala,$6264255.95,n/a,Monthly
Curt Alesin,calesinqd@cbslocal.com,Male,Pakistan,$4081606.38,n/a,Once
Brena Millmoe,bmillmoeqe@berkeley.edu,Female,China,$2018342.77,Consumer Services,Seldom
Roderich Beavington,rbeavingtonqf@wiley.com,Male,Russia,$982627.04,Finance,Seldom
Nicolette O' Timony,noqg@spotify.com,Female,Poland,$3362157.76,n/a,Daily
Osbourn Murrill,omurrillqh@taobao.com,Male,Brazil,$4167260.43,Consumer Services,Weekly
Carmine Tyndall,ctyndallqi@free.fr,Female,China,$6290215.79,n/a,Seldom
Currey Bedinham,cbedinhamqj@goo.ne.jp,Polygender,Greece,$5034607.95,Consumer Services,Daily
Lurleen Corington,lcoringtonqk@about.com,Female,Indonesia,$4364484.78,Health Care,Never
Tarrance Whorlton,twhorltonql@about.me,Genderfluid,Indonesia,$3612158.44,Consumer Services,Monthly
Catha Arpino,carpinoqm@timesonline.co.uk,Female,France,$749656.94,Consumer Durables,Weekly
Kurtis McKiernan,kmckiernanqn@newsvine.com,Male,China,$5872040.59,Energy,Weekly
Colleen Tremellier,ctremellierqo@usa.gov,Genderfluid,China,$5937221.58,n/a,Often
Rosemaria Wheowall,rwheowallqp@yolasite.com,Female,Russia,$407595.55,Basic Industries,Weekly
Doralin Kuscha,dkuschaqq@jiathis.com,Female,China,$2877300.32,Consumer Non-Durables,Never
Tammi Topham,ttophamqr@csmonitor.com,Female,Indonesia,$460423.04,Technology,Weekly
Kaitlin Francey,kfranceyqs@cyberchimps.com,Genderqueer,China,$4356708.03,Energy,Weekly
Gabriell Filipson,gfilipsonqt@hibu.com,Bigender,Russia,$1030177.23,Consumer Services,Yearly
Elaina McEvilly,emcevillyqu@cnn.com,Genderfluid,Argentina,$8226306.02,Finance,Seldom
Mozes Cato,mcatoqv@noaa.gov,Male,China,$2446415.55,n/a,Daily
Martie Royle,mroyleqw@booking.com,Male,Philippines,$7349892.21,Consumer Durables,Yearly
Jade Petrakov,jpetrakovqx@a8.net,Female,Philippines,$6055193.39,Finance,Once
Matthias Tomaselli,mtomaselliqy@redcross.org,Male,Indonesia,$2488256.34,Finance,Weekly
Herbie Steuhlmeyer,hsteuhlmeyerqz@psu.edu,Polygender,United States,$6284651.32,n/a,Often
Reggy Strickett,rstrickettr0@163.com,Male,Russia,$8289349.65,n/a,Daily
Tomi Goadbie,,Female,China,$2405411.92,Capital Goods,Often
Frank Lampitt,,Female,Portugal,$1996319.66,Finance,Never
Sioux Wenderoth,swenderothr3@wikimedia.org,Female,Morocco,$7413044.39,n/a,Daily
Margeaux Mulderrig,mmulderrigr4@chicagotribune.com,Female,Luxembourg,$8728762.59,Public Utilities,Monthly
Magda Creamen,mcreamenr5@multiply.com,Female,Poland,$9275836.41,Finance,Seldom
Markos Olivi,molivir6@icq.com,Male,Brazil,$7421201.39,n/a,Monthly
Vally Dood,,Female,Mexico,$3254403.64,Energy,Never
Genny Lough,gloughr8@tamu.edu,Female,Bolivia,$1057415.09,Energy,Monthly
Krystle McBean,kmcbeanr9@theglobeandmail.com,Female,Chad,$8076029.57,n/a,Monthly
Lissie McCardle,lmccardlera@japanpost.jp,Agender,Portugal,$9223201.23,Health Care,Daily
Jacquenetta Struys,jstruysrb@washingtonpost.com,Female,Portugal,$7597259.64,Consumer Non-Durables,Seldom
Genna Bougourd,gbougourdrc@xing.com,Agender,Russia,$881626.79,Energy,Often
Darb Clethro,dclethrord@spotify.com,Male,Ukraine,$6926326.12,Finance,Often
Sarena Drivers,sdriversre@w3.org,Female,Brazil,$3026991.64,Consumer Services,Never
Padriac Pethrick,ppethrickrf@utexas.edu,Male,Ecuador,$7967546.21,Consumer Services,Seldom
Aurelea Criple,acriplerg@house.gov,Female,Philippines,$9022444.39,Energy,Often
Maisey Sicily,msicilyrh@cisco.com,Female,Peru,$2647291.51,Consumer Durables,Never
Pancho D'Alesco,pdalescori@comcast.net,Male,Yemen,$9324530.14,Finance,Daily
Valdemar Loveitt,vloveittrj@ow.ly,Male,Indonesia,$9373003.25,Capital Goods,Often
Franciska Questier,,Female,Philippines,$3926118.97,Basic Industries,Weekly
Winnah Blackeby,wblackebyrl@soup.io,Female,Fiji,$2626261.10,Consumer Services,Never
Caddric Highwood,,Male,China,$1281262.21,Capital Goods,Never
Jackie MacAiline,jmacailinern@goo.ne.jp,Female,Canada,$7073861.52,Technology,Weekly
Kerry Wittier,kwittierro@bandcamp.com,Male,China,$5959127.93,Consumer Services,Weekly
Zaccaria Pinard,zpinardrp@studiopress.com,Male,Poland,$2305886.94,Consumer Services,Monthly
Emmerich Garrelts,egarreltsrq@wikispaces.com,Male,China,$8552957.87,n/a,Daily
Marsha Maskelyne,mmaskelynerr@de.vu,Female,United States,$393838.21,Finance,Monthly
